Unique-Ice	HG-Sediment	UIW-DOM
		C14H25NO5
		C14H8O7
		C11H12O9
		C15H12O6
		C12H16O8
		C11H16N2O7
		C16H16O5
		C13H20O5S
		C15H16N2O4
		C13H20O7
		C12H20N2O6
		C17H20O4
		C18H24O3
		C11H15NO8
		C15H15NO5
		C12H19NO7
		C16H19NO4
		C13H23NO6
		C14H10O7
		C11H14O7S
		C11H14O9
		C15H14O6
		C12H18O6S
		C14H14N2O5
		C16H18O3S
		C12H18O8
		C16H18O5
		C13H22O5S
		C15H18N2O4
		C13H22O7
		C17H22O4
		C14H26O4S
		C18H26O3
		C14H13NO6
		C11H17NO8
		C15H17NO5
		C12H21NO7
		C16H21NO4
		C11H16O7S
		C13H12N2O6
		C15H16O6
		C12H20O6S
		C14H16N2O5
		C12H20O8
		C16H20O5
		C15H20N2O4
		C13H24O7
		C14H28O4S
		C18H28O3
		C13H11NO7
		C14H15NO6
		C15H19NO5
		C16H23NO4
		C10H14O6S2
		C13H10O8
		C10H14O8S
		C11H18O7S
		C13H14N2O6
		C15H18O6
		C12H22O6S
		C14H18N2O5
		C12H22O8
		C16H22O5
		C15H22N2O4
		C13H13NO7
		C10H17NO7S
		C14H17NO6
		C13H17N3O5
		C15H21NO5
		C13H12O8
		C10H16O8S
		C12H12N2O7
		C17H12O5
		C11H20O5S2
		C14H16O7
		C11H20O7S
		C13H16N2O6
		C15H20O4S
		C12H24O6S
		C14H20N2O5
		C16H24O3S
		C12H24O8
		C16H24O5
		C13H28O5S
		C13H15NO7
		C11H23NO4S2
		C14H19NO6
		C15H23NO5
		C12H10O9
		C16H10O6
		C13H14O6S
		C13H14O8
		C10H18O8S
		C12H14N2O7
		C17H14O5
		C14H18O5S
		C14H18O7
		C15H22O2S2
		C11H22O7S
		C13H18N2O6
		C18H18O4
		C15H22O4S
		C15H22O6
		C16H26OS2
		C12H26O6S
		C14H22N2O5
		C16H26O5
		C17H30S2
		C12H13NO8
		C13H17NO7
		C14H21NO6
		C15H25NO5
		C12H12O7S
		C12H12O9
		C16H12O6
		C13H16O6S
		C13H16O8
		C12H16N2O7
		C17H16O5
		C14H20O5S
		C13H20N2O6
		C18H20O4
		C15H24O4S
		C15H24O6
		C19H24O3
		C20H28O2
		C12H15NO8
		C13H19NO7
		C14H23NO6
		C15H27NO5
		C15H10O7
		C12H14O7S
		C12H14O9
		C16H14O6
		C13H18O6S
		C15H14N2O5
		C13H18O8
		C12H18N2O7
		C17H18O5
		C14H22O5S
		C16H18N2O4
		C14H22O7
		C18H22O4
		C19H26O3
		C15H13NO6
		C12H17NO6S
		C12H17NO8
		C16H17NO5
		C13H21NO7
		C17H21NO4
		C14H25NO6
		C11H12O8S
		C11H12O10
		C15H12O7
		C12H16O7S
		C12H16O9
		C16H16O6
		C13H20O6S
		C15H16N2O5
		C17H20O3S
		C13H20O8
		C17H20O5
		C14H24O5S
		C16H20N2O4
		C14H24O7
		C18H24O4
		C15H28O6
		C19H28O3
		C16H32O5
		C15H15NO6
		C12H19NO8
		C16H19NO5
		C13H23NO7
		C14H10O8
		C11H14O8S
		C15H14O7
		C12H18O7S
		C14H14N2O6
		C12H18O9
		C16H18O6
		C13H22O6S
		C15H18N2O5
		C13H22O8
		C17H22O5
		C14H26O7
		C18H26O4
		C15H30O4S
		C14H13NO7
		C15H17NO6
		C16H21NO5
		C14H12O6S
		C11H16O6S2
		C14H12O8
		C11H16O8S
		C13H12N2O7
		C12H20O7S
		C14H16N2O6
		C12H20O9
		C16H20O6
		C13H24O6S
		C15H20N2O5
		C17H24O3S
		C17H24O5
		C18H28O4
		C14H15NO7
		C13H15N3O6
		C15H19NO6
		C14H19N3O5
		C16H23NO5
		C13H10O9
		C14H14O8
		C11H18O8S
		C13H14N2O7
		C15H18O7
		C12H22O7S
		C14H18N2O6
		C16H22O4S
		C16H22O6
		C13H26O6S
		C15H22N2O5
		C17H26O3S
		C13H26O8
		C17H26O5
		C18H30O4
		C13H13NO8
		C14H17NO7
		C13H17N3O6
		C15H21NO6
		C12H25NO6S
		C13H12O9
		C17H12O6
		C14H16O6S
		C11H20O8S
		C13H16N2O7
		C18H16O5
		C15H20O5S
		C15H20O7
		C16H24O2S2
		C12H24O7S
		C14H20N2O6
		C19H20O4
		C16H24O4S
		C16H24O6
		C17H28O5
		C13H15NO8
		C14H19NO7
		C13H19N3O6
		C15H23NO6
		C16H27NO5
		C16H10O7
		C13H14O7S
		C13H14O9
		C12H14N2O8
		C17H14O6
		C14H18O6S
		C14H18O8
		C11H22O8S
		C13H18N2O7
		C18H18O5
		C15H22O5S
		C15H22O7
		C14H22N2O6
		C19H22O4
		C16H26O4S
		C16H26O6
		C20H26O3
		C17H30O5
		C12H13NO9
		C13H17NO8
		C14H21NO7
		C15H25NO6
		C16H29NO5
		C18H37NO3
		C12H12O8S
		C12H12O10
		C16H12O7
		C13H16O7S
		C13H16O9
		C12H16N2O8
		C17H16O6
		C14H20O6S
		C16H16N2O5
		C14H20O8
		C13H20N2O7
		C18H20O5
		C15H24O5S
		C15H24O7
		C19H24O4
		C20H28O3
		C12H15NO9
		C16H15NO6
		C13H19NO8
		C17H19NO5
		C14H23NO7
		C15H27NO6
		C15H10O8
		C12H14O8S
		C12H14O10
		C16H14O7
		C13H18O7S
		C15H14N2O6
		C13H18O9
		C14H22O4S2
		C10H22O9S
		C17H18O6
		C14H22O6S
		C16H18N2O5
		C14H22O8
		C15H26O5S
		C15H26O7
		C19H26O4
		C16H30O6
		C20H30O3
		C17H34O5
		C15H13NO7
		C12H17NO7S
		C12H17NO9
		C16H17NO6
		C15H17N3O5
		C13H21NO8
		C17H21NO5
		C14H25NO7
		C15H12O8
		C12H16O8S
		C12H16O10
		C13H20O5S2
		C16H16O7
		C13H20O7S
		C15H16N2O6
		C13H20O9
		C17H20O6
		C14H24O6S
		C16H20N2O5
		C14H24O8
		C18H24O5
		C15H28O5S
		C19H28O4
		C16H32O4S
		C20H32O3
		C15H15NO7
		C14H15N3O6
		C12H19NO9
		C16H19NO6
		C15H19N3O5
		C13H23NO8
		C17H23NO5
		C14H10O9
		C15H14O8
		C12H18O8S
		C14H14N2O7
		C12H18O10
		C16H18O7
		C13H22O7S
		C15H18N2O6
		C13H22O9
		C17H22O6
		C14H26O6S
		C16H22N2O5
		C18H26O3S
		C18H26O5
		C14H13NO8
		C15H17NO7
		C14H17N3O6
		C16H21NO6
		C13H25NO6S
		C15H21N3O5
		C17H25NO5
		C14H29NO7
		C14H12O9
		C11H16O9S
		C15H16O8
		C12H20O8S
		C14H16N2O7
		C12H20O10
		C16H20O7
		C13H24O7S
		C15H20N2O6
		C17H24O4S
		C17H24O6
		C14H28O6S
		C18H28O3S
		C14H28O8
		C18H28O5
		C14H15NO8
		C13H15N3O7
		C15H19NO7
		C14H19N3O6
		C16H23NO6
		C13H27NO6S
		C13H10O10
		C14H14O9
		C11H18O9S
		C13H14N2O8
		C18H14O6
		C15H18O6S
		C12H22O8S
		C14H18N2O7
		C19H18O5
		C16H22O5S
		C16H22O7
		C13H26O7S
		C15H22N2O6
		C20H22O4
		C17H26O4S
		C17H26O6
		C14H30O8
		C18H30O5
		C13H13NO9
		C14H17NO8
		C13H17N3O7
		C15H21NO7
		C16H25NO6
		C13H12O10
		C17H12O7
		C14H16O7S
		C14H16O9
		C13H16N2O8
		C18H16O6
		C15H20O6S
		C15H20O8
		C14H20N2O7
		C19H20O5
		C16H24O5S
		C16H24O7
		C20H24O4
		C17H28O4S
		C17H28O6
		C13H15NO9
		C14H19NO8
		C15H23NO7
		C12H27NO7S
		C16H27NO6
		C17H31NO5
		C13H14O8S
		C13H14O10
		C17H14O7
		C14H18O7S
		C14H18O9
		C13H18N2O8
		C18H18O6
		C15H22O6S
		C17H18N2O5
		C15H22O8
		C14H22N2O7
		C19H22O5
		C16H26O5S
		C16H26O7
		C20H26O4
		C21H30O3
		C13H17NO9
		C17H17NO6
		C14H21NO8
		C18H21NO5
		C15H25NO7
		C16H29NO6
		C16H12O8
		C13H16O8S
		C13H16O10
		C17H16O7
		C14H20O7S
		C16H16N2O6
		C14H20O9
		C15H24O4S2
		C13H20N2O8
		C18H20O6
		C15H24O6S
		C17H20N2O5
		C15H24O8
		C19H24O5
		C20H28O4
		C17H32O6
		C16H15NO7
		C13H19NO7S
		C13H19NO9
		C17H19NO6
		C16H19N3O5
		C14H23NO8
		C18H23NO5
		C16H31NO6
		C12H14O9S
		C13H18O8S
		C15H14N2O7
		C13H18O10
		C14H22O5S2
		C17H18O7
		C14H22O7S
		C16H18N2O6
		C14H22O9
		C18H22O6
		C15H26O6S
		C17H22N2O5
		C15H26O8
		C19H26O5
		C16H30O7
		C20H30O4
		C15H13NO8
		C12H17NO10
		C16H17NO7
		C15H17N3O6
		C13H21NO9
		C17H21NO6
		C16H21N3O5
		C14H25NO8
		C18H25NO5
		C15H12O9
		C12H16O9S
		C16H16O8
		C13H20O8S
		C15H16N2O7
		C13H20O10
		C17H20O7
		C14H24O7S
		C16H20N2O6
		C14H24O9
		C18H24O6
		C15H28O6S
		C19H28O5
		C20H32O4
		C15H15NO8
		C14H15N3O7
		C16H19NO7
		C15H19N3O6
		C17H23NO6
		C15H14O9
		C12H18O9S
		C14H14N2O8
		C16H18O8
		C13H22O8S
		C15H18N2O7
		C17H22O7
		C14H26O7S
		C16H22N2O6
		C18H26O4S
		C18H26O6
		C15H30O6S
		C19H30O3S
		C19H30O5
		C14H13NO9
		C15H17NO8
		C14H17N3O7
		C16H21NO7
		C15H21N3O6
		C17H25NO6
		C14H29NO6S
		C14H12O10
		C18H12O7
		C15H16O7S
		C15H16O9
		C12H20O9S
		C14H16N2O8
		C19H16O6
		C16H20O6S
		C13H24O8S
		C15H20N2O7
		C20H20O5
		C17H24O5S
		C17H24O7
		C14H28O7S
		C16H24N2O6
		C21H24O4
		C18H28O4S
		C14H28O9
		C18H28O6
		C15H32O6S
		C19H32O5
		C18H32N2O4
		C14H15NO9
		C15H19NO8
		C14H19N3O7
		C16H23NO7
		C17H27NO4S
		C17H27NO6
		C18H31NO5
		C14H14O8S
		C14H14O10
		C13H14N2O9
		C18H14O7
		C15H18O7S
		C15H18O9
		C12H22O9S
		C14H18N2O8
		C19H18O6
		C16H22O6S
		C18H18N2O5
		C16H22O8
		C13H26O8S
		C15H22N2O7
		C20H22O5
		C17H26O5S
		C17H26O7
		C18H30O6
		C17H30N2O5
		C14H17NO9
		C15H21NO8
		C16H25NO7
		C17H29NO6
		C13H12O11
		C17H12O8
		C14H16O8S
		C14H16O10
		C13H16N2O9
		C18H16O7
		C15H20O7S
		C17H16N2O6
		C15H20O9
		C14H20N2O8
		C19H20O6
		C16H24O6S
		C18H20N2O5
		C16H24O8
		C15H24N2O7
		C20H24O5
		C17H28O5S
		C17H28O7
		C21H28O4
		C22H32O3
		C13H15NO10
		C14H19NO7S
		C14H19NO9
		C18H19NO6
		C15H23NO8
		C16H27NO7
		C17H31NO6
		C18H35NO5
		C13H14O9S
		C13H14O11
		C17H14O8
		C14H18O8S
		C16H14N2O7
		C14H18O10
		C13H18N2O9
		C18H18O7
		C15H22O7S
		C17H18N2O6
		C15H22O9
		C14H22N2O8
		C19H22O6
		C16H26O6S
		C18H22N2O5
		C16H26O8
		C20H26O5
		C17H30O7
		C21H30O4
		C18H34O6
		C16H13NO8
		C13H17NO8S
		C13H17NO10
		C17H17NO7
		C16H17N3O6
		C14H21NO9
		C18H21NO6
		C17H21N3O5
		C15H25NO8
		C16H29NO7
		C16H12O9
		C13H16O9S
		C13H16O11
		C14H20O6S2
		C17H16O8
		C14H20O8S
		C16H16N2O7
		C14H20O10
		C18H20O7
		C15H24O7S
		C17H20N2O6
		C15H24O9
		C19H24O6
		C16H28O6S
		C18H24N2O5
		C16H28O8
		C20H28O5
		C21H32O4
		C16H15NO8
		C13H19NO8S
		C13H19NO10
		C17H19NO7
		C16H19N3O6
		C14H23NO9
		C18H23NO6
		C16H31NO5S
		C16H14O9
		C13H18O9S
		C15H14N2O8
		C13H18O11
		C17H18O8
		C14H22O8S
		C16H18N2O7
		C14H22O10
		C18H22O7
		C15H26O7S
		C17H22N2O6
		C15H26O9
		C19H26O6
		C16H30O6S
		C20H30O5
		C15H13NO9
		C16H17NO8
		C15H17N3O7
		C13H21NO10
		C17H21NO7
		C16H21N3O6
		C14H25NO9
		C18H25NO6
		C19H29NO5
		C15H12O10
		C16H16O9
		C13H20O9S
		C15H16N2O8
		C17H20O8
		C14H24O8S
		C16H20N2O7
		C18H24O7
		C15H28O7S
		C17H24N2O6
		C19H28O4S
		C19H28O6
		C16H32O6S
		C20H32O5
		C17H36O5S
		C15H15NO9
		C16H19NO8
		C15H19N3O7
		C17H23NO7
		C14H27NO7S
		C16H23N3O6
		C18H27NO6
		C15H14O10
		C12H18O10S
		C14H14N2O9
		C16H18O7S
		C16H18O9
		C13H22O9S
		C15H18N2O8
		C20H18O6
		C17H22O6S
		C17H22O8
		C14H26O8S
		C16H22N2O7
		C18H26O5S
		C18H26O7
		C15H30O7S
		C19H30O4S
		C15H30O9
		C19H30O6
		C14H13NO10
		C15H17NO9
		C14H17N3O8
		C16H21NO8
		C15H21N3O7
		C17H25NO7
		C14H12O11
		C15H16O8S
		C15H16O10
		C14H16N2O9
		C19H16O7
		C16H20O7S
		C16H20O9
		C13H24O9S
		C15H20N2O8
		C20H20O6
		C17H24O6S
		C17H24O8
		C16H24N2O7
		C21H24O5
		C18H28O5S
		C18H28O7
		C22H28O4
		C19H32O4S
		C19H32O6
		C18H32N2O5
		C14H15NO10
		C15H19NO7S
		C15H19NO9
		C14H19N3O8
		C16H23NO8
		C17H27NO7
		C18H31NO6
		C14H14O9S
		C14H14O11
		C15H18O8S
		C15H18O10
		C14H18N2O9
		C19H18O7
		C16H22O7S
		C18H18N2O6
		C16H22O9
		C15H22N2O8
		C20H22O6
		C17H26O6S
		C17H26O8
		C21H26O5
		C18H30O5S
		C18H30O7
		C22H30O4
		C18H34N2O5
		C14H17NO8S
		C14H17NO10
		C18H17NO7
		C15H21NO7S
		C15H21NO9
		C19H21NO6
		C16H25NO8
		C17H29NO7
		C18H33NO6
		C17H12O9
		C14H16O9S
		C14H16O11
		C18H16O8
		C15H20O8S
		C17H16N2O7
		C15H20O10
		C14H20N2O9
		C19H20O7
		C16H24O7S
		C18H20N2O6
		C16H24O9
		C20H24O6
		C17H28O6S
		C17H28O8
		C21H28O5
		C18H32O7
		C22H32O4
		C17H15NO8
		C14H19NO8S
		C14H19NO10
		C18H19NO7
		C17H19N3O6
		C15H23NO9
		C19H23NO6
		C16H27NO8
		C18H35NO6
		C17H14O9
		C14H18O9S
		C16H14N2O8
		C14H18O11
		C18H18O8
		C15H22O8S
		C17H18N2O7
		C15H22O10
		C12H26O10S
		C19H22O7
		C16H26O7S
		C18H22N2O6
		C16H26O9
		C20H26O6
		C17H30O6S
		C17H30O8
		C21H30O5
		C18H34O7
		C17H17NO8
		C14H21NO8S
		C16H17N3O7
		C14H21NO10
		C18H21NO7
		C15H25NO9
		C16H29NO8
		C16H12O10
		C13H16O10S
		C17H16O9
		C14H20O9S
		C16H16N2O8
		C14H20O11
		C18H20O8
		C15H24O8S
		C17H20N2O7
		C15H24O10
		C19H24O7
		C16H28O7S
		C18H24N2O6
		C16H28O9
		C20H28O6
		C17H32O6S
		C21H32O5
		C16H15NO9
		C17H19NO8
		C16H19N3O7
		C14H23NO10
		C18H23NO7
		C17H23N3O6
		C15H27NO9
		C16H14O10
		C13H18O10S
		C15H14N2O9
		C17H18O9
		C14H22O9S
		C16H18N2O8
		C14H22O11
		C18H22O8
		C15H26O8S
		C17H22N2O7
		C19H26O7
		C16H30O7S
		C18H26N2O6
		C20H30O6
		C17H34O6S
		C21H34O5
		C18H38O5S
		C15H13NO10
		C16H17NO9
		C15H17N3O8
		C17H21NO8
		C14H25NO8S
		C16H21N3O7
		C18H25NO7
		C19H29NO6
		C16H33NO6S
		C15H12O11
		C16H16O10
		C13H20O10S
		C15H16N2O9
		C20H16O7
		C17H20O7S
		C17H20O9
		C14H24O9S
		C16H20N2O8
		C21H20O6
		C18H24O6S
		C18H24O8
		C15H28O8S
		C17H24N2O7
		C19H28O5S
		C19H28O7
		C16H32O7S
		C16H32O9
		C20H32O6
		C21H36O5
		C15H15NO10
		C16H19NO9
		C15H19N3O8
		C17H23NO8
		C16H23N3O7
		C18H27NO7
		C15H14O11
		C19H14O8
		C16H18O8S
		C16H18O10
		C13H22O10S
		C15H18N2O9
		C20H18O7
		C17H22O7S
		C17H22O9
		C14H26O9S
		C16H22N2O8
		C21H22O6
		C18H26O6S
		C18H26O8
		C17H26N2O7
		C22H26O5
		C19H30O5S
		C19H30O7
		C16H34O9
		C20H34O6
		C19H34N2O5
		C15H17NO10
		C16H21NO9
		C15H21N3O8
		C17H25NO8
		C18H29NO7
		C19H33NO6
		C18H12O9
		C15H16O9S
		C15H16O11
		C14H16N2O10
		C19H16O8
		C16H20O8S
		C15H20N2O7S
		C16H20O10
		C15H20N2O9
		C20H20O7
		C17H24O7S
		C17H24O9
		C16H24N2O8
		C21H24O6
		C18H28O6S
		C18H28O8
		C22H28O5
		C19H32O5S
		C19H32O7
		C18H32N2O6
		C19H36N2O5
		C14H15NO11
		C15H19NO8S
		C15H19NO10
		C19H19NO7
		C16H23NO9
		C20H23NO6
		C17H27NO8
		C18H31NO7
		C19H35NO6
		C14H14O12
		C18H14O9
		C15H18O9S
		C15H18O11
		C14H18N2O10
		C19H18O8
		C16H22O8S
		C18H18N2O7
		C16H22O10
		C15H22N2O9
		C20H22O7
		C17H26O7S
		C19H22N2O6
		C17H26O9
		C21H26O6
		C18H30O6S
		C18H30O8
		C22H30O5
		C19H34O7
		C14H17NO11
		C18H17NO8
		C15H21NO8S
		C15H21NO10
		C19H21NO7
		C18H21N3O6
		C16H25NO9
		C20H25NO6
		C17H29NO8
		C18H33NO5S
		C18H33NO7
		C17H12O10
		C14H16O10S
		C14H16O12
		C18H16O9
		C15H20O9S
		C17H16N2O8
		C15H20O11
		C19H20O8
		C16H24O8S
		C18H20N2O7
		C16H24O10
		C20H24O7
		C17H28O7S
		C19H24N2O6
		C17H28O9
		C21H28O6
		C18H32O6S
		C18H32O8
		C22H32O5
		C17H15NO9
		C14H19NO11
		C18H19NO8
		C15H23NO8S
		C17H19N3O7
		C15H23NO10
		C19H23NO7
		C18H23N3O6
		C16H27NO9
		C20H27NO6
		C18H35NO5S
		C17H14O10
		C14H18O10S
		C16H14N2O9
		C14H18O12
		C18H18O9
		C15H22O9S
		C17H18N2O8
		C15H22O11
		C19H22O8
		C16H26O8S
		C18H22N2O7
		C16H26O10
		C20H26O7
		C17H30O7S
		C19H26N2O6
		C17H30O9
		C21H30O6
		C18H34O6S
		C22H34O5
		C17H17NO9
		C16H17N3O8
		C18H21NO8
		C17H21N3O7
		C15H25NO10
		C19H25NO7
		C20H29NO6
		C18H37NO5S
		C16H12O11
		C17H16O10
		C14H20O10S
		C16H16N2O9
		C18H20O9
		C15H24O9S
		C17H20N2O8
		C15H24O11
		C19H24O8
		C16H28O8S
		C18H24N2O7
		C20H28O5S
		C20H28O7
		C17H32O7S
		C21H32O6
		C18H36O6S
		C19H40O5S
		C16H15NO10
		C17H19NO9
		C16H19N3O8
		C18H23NO8
		C17H23N3O7
		C19H27NO7
		C20H31NO6
		C16H14O11
		C15H14N2O10
		C17H18O10
		C14H22O10S
		C16H18N2O9
		C18H22O7S
		C18H22O9
		C15H26O9S
		C17H22N2O8
		C19H26O6S
		C15H26O11
		C19H26O8
		C16H30O8S
		C18H26N2O7
		C20H30O5S
		C20H30O7
		C17H34O7S
		C21H34O6
		C16H17NO10
		C15H17N3O9
		C17H21NO9
		C16H21N3O8
		C18H25NO8
		C19H29NO7
		C15H12O12
		C16H16O11
		C15H16N2O10
		C20H16O8
		C17H20O8S
		C17H20O10
		C14H24O10S
		C16H20N2O9
		C21H20O7
		C18H24O7S
		C15H28O9S
		C17H24N2O8
		C22H24O6
		C19H28O6S
		C19H28O8
		C16H32O8S
		C20H32O5S
		C16H32O10
		C20H32O7
		C21H36O6
		C20H36N2O5
		C15H15NO11
		C16H19NO10
		C15H19N3O9
		C17H23NO9
		C18H27NO8
		C19H31NO7
		C15H14O12
		C19H14O9
		C16H18O9S
		C15H18N2O8S
		C16H18O11
		C15H18N2O10
		C20H18O8
		C17H22O8S
		C17H22O10
		C16H22N2O9
		C21H22O7
		C18H26O7S
		C18H26O9
		C17H26N2O8
		C22H26O6
		C19H30O6S
		C19H30O8
		C23H30O5
		C20H34O7
		C19H34N2O6
		C15H17NO11
		C16H21NO8S
		C16H21NO10
		C20H21NO7
		C17H25NO9
		C18H29NO8
		C19H33NO7
		C15H16O10S
		C15H16O12
		C19H16O9
		C16H20O9S
		C18H16N2O8
		C15H20N2O8S
		C16H20O11
		C15H20N2O10
		C20H20O8
		C17H24O8S
		C19H20N2O7
		C17H24O10
		C16H24N2O9
		C21H24O7
		C18H28O7S
		C20H24N2O6
		C18H28O9
		C22H28O6
		C19H32O6S
		C19H32O8
		C23H32O5
		C20H36O7
		C15H19NO9S
		C15H19NO11
		C19H19NO8
		C16H23NO8S
		C18H19N3O7
		C16H23NO10
		C20H23NO7
		C19H23N3O6
		C17H27NO9
		C18H31NO8
		C18H14O10
		C15H18O10S
		C15H18O12
		C19H18O9
		C16H22O9S
		C18H18N2O8
		C15H22N2O8S
		C16H22O11
		C20H22O8
		C17H26O8S
		C19H22N2O7
		C17H26O10
		C21H26O7
		C18H30O7S
		C20H26N2O6
		C18H30O9
		C22H30O6
		C19H34O8
		C23H34O5
		C18H17NO9
		C15H21NO9S
		C17H17N3O8
		C15H21NO11
		C19H21NO8
		C18H21N3O7
		C16H25NO10
		C20H25NO7
		C19H25N3O6
		C17H29NO9
		C21H29NO6
		C18H33NO6S
		C17H12O11
		C18H16O10
		C15H20O10S
		C17H16N2O9
		C15H20O12
		C19H20O9
		C16H24O9S
		C18H20N2O8
		C16H24O11
		C20H24O8
		C17H28O8S
		C19H24N2O7
		C17H28O10
		C21H28O7
		C18H32O7S
		C18H32O9
		C22H32O6
		C19H36O6S
		C23H36O5
		C17H15NO10
		C18H19NO9
		C17H19N3O8
		C15H23NO11
		C19H23NO8
		C18H23N3O7
		C16H27NO10
		C18H35NO6S
		C17H14O11
		C14H18O11S
		C18H18O10
		C15H22O10S
		C17H18N2O9
		C19H22O7S
		C15H22O12
		C11H26N2O11S
		C19H22O9
		C16H26O9S
		C18H22N2O8
		C20H26O6S
		C16H26O11
		C20H26O8
		C17H30O8S
		C19H26N2O7
		C17H30O10
		C21H30O7
		C18H34O7S
		C22H34O6
		C19H38O6S
		C17H17NO10
		C16H17N3O9
		C18H21NO9
		C17H21N3O8
		C15H25NO11
		C19H25NO8
		C16H29NO8S
		C18H25N3O7
		C20H29NO7
		C18H37NO6S
		C16H12O12
		C17H16O11
		C14H20O11S
		C16H16N2O10
		C18H20O8S
		C18H20O10
		C15H24O10S
		C17H20N2O9
		C19H24O7S
		C19H24O9
		C16H28O9S
		C18H24N2O8
		C20H28O6S
		C20H28O8
		C17H32O8S
		C21H32O7
		C18H36O7S
		C22H36O6
		C16H15NO11
		C17H19NO10
		C16H19N3O9
		C15H27NO7S2
		C18H23NO9
		C17H23N3O8
		C19H27NO8
		C20H31NO7
		C16H14O12
		C20H14O9
		C17H18O11
		C14H22O11S
		C16H18N2O10
		C21H18O8
		C18H22O8S
		C18H22O10
		C15H26O10S
		C17H22N2O9
		C22H22O7
		C19H26O7S
		C19H26O9
		C16H30O9S
		C18H26N2O8
		C23H26O6
		C20H30O6S
		C20H30O8
		C17H34O8S
		C17H34O10
		C21H34O7
		C16H17NO11
		C17H21NO10
		C16H21N3O9
		C18H25NO9
		C19H29NO8
		C16H16O12
		C20H16O9
		C17H20O9S
		C16H20N2O8S
		C17H20O11
		C16H20N2O10
		C21H20O8
		C18H24O8S
		C18H24O10
		C15H28O10S
		C17H24N2O9
		C22H24O7
		C19H28O7S
		C19H28O9
		C20H32O6S
		C20H32O8
		C24H32O5
		C21H36O7
		C20H36N2O6
		C21H40N2O5
		C16H19NO9S
		C16H19NO11
		C20H19NO8
		C17H23NO8S
		C17H23NO10
		C18H27NO9
		C19H31NO8
		C15H14O13
		C19H14O10
		C16H18O10S
		C16H18O12
		C20H18O9
		C17H22O9S
		C19H18N2O8
		C17H22O11
		C16H22N2O10
		C21H22O8
		C18H26O8S
		C20H22N2O7
		C18H26O10
		C17H26N2O9
		C22H26O7
		C19H30O7S
		C19H30O9
		C23H30O6
		C20H34O8
		C24H34O5
		C21H38O7
		C15H17NO12
		C19H17NO9
		C16H21NO9S
		C16H21NO11
		C20H21NO8
		C19H21N3O7
		C17H25NO10
		C21H25NO7
		C18H29NO9
		C19H33NO8
		C15H16O13
		C19H16O10
		C16H20O10S
		C18H16N2O9
		C15H20N2O9S
		C16H20O12
		C20H20O9
		C17H24O9S
		C19H20N2O8
		C17H24O11
		C18H28O6S2
		C21H24O8
		C18H28O8S
		C20H24N2O7
		C18H28O10
		C22H28O7
		C19H32O7S
		C19H32O9
		C23H32O6
		C20H36O8
		C15H19NO10S
		C19H19NO9
		C16H23NO9S
		C18H19N3O8
		C16H23NO11
		C15H23N3O10
		C20H23NO8
		C19H23N3O7
		C17H27NO10
		C21H27NO7
		C18H31NO9
		C18H14O11
		C15H18O11S
		C15H18O13
		C23H18O5S
		C19H18O10
		C16H22O10S
		C18H18N2O9
		C16H22O12
		C20H22O9
		C17H26O9S
		C19H22N2O8
		C17H26O11
		C14H30O11S
		C21H26O8
		C18H30O8S
		C20H26N2O7
		C18H30O10
		C22H30O7
		C19H34O7S
		C23H34O6
		C18H17NO10
		C15H21NO10S
		C17H17N3O9
		C19H21NO9
		C18H21N3O8
		C16H25NO11
		C20H25NO8
		C19H25N3O7
		C17H29NO10
		C21H29NO7
		C22H16O6S
		C18H16O11
		C15H20O11S
		C17H16N2O10
		C23H20O5S
		C19H20O10
		C16H24O10S
		C18H20N2O9
		C16H24O12
		C20H24O9
		C17H28O9S
		C19H24N2O8
		C17H28O11
		C21H28O8
		C18H32O8S
		C20H28N2O7
		C22H32O7
		C19H36O7S
		C23H36O6
		C17H15NO11
		C18H19NO10
		C17H19N3O9
		C15H23NO12
		C19H23NO9
		C18H23N3O8
		C20H27NO8
		C21H31NO7
		C18H35NO7S
		C17H14O12
		C18H18O11
		C15H22O11S
		C17H18N2O10
		C19H22O8S
		C19H22O10
		C16H26O10S
		C18H22N2O9
		C20H26O7S
		C20H26O9
		C17H30O9S
		C19H26N2O8
		C21H30O8
		C18H34O8S
		C22H34O7
		C19H38O7S
		C23H38O6
		C17H17NO11
		C18H21NO10
		C17H21N3O9
		C16H29NO7S2
		C19H25NO9
		C18H25N3O8
		C20H29NO8
		C18H37NO5S2
		C18H37NO7S
		C17H16O12
		C16H16N2O11
		C18H20O9S
		C18H20O11
		C15H24O11S
		C17H20N2O10
		C22H20O8
		C19H24O8S
		C19H24O10
		C16H28O10S
		C18H24N2O9
		C23H24O7
		C20H28O7S
		C20H28O9
		C17H32O9S
		C19H28N2O8
		C24H28O6
		C21H32O8
		C18H36O10
		C22H36O7
		C17H19NO11
		C16H19N3O10
		C18H23NO10
		C17H23N3O9
		C19H27NO9
		C20H31NO8
		C16H14O13
		C17H18O10S
		C17H18O12
		C16H18N2O11
		C21H18O9
		C18H22O9S
		C18H22O11
		C17H22N2O10
		C22H22O8
		C19H26O8S
		C19H26O10
		C16H30O10S
		C18H26N2O9
		C23H26O7
		C20H30O7S
		C20H30O9
		C24H30O6
		C21H34O8
		C18H38O10
		C22H38O7
		C21H38N2O6
		C16H17NO12
		C17H21NO9S
		C17H21NO11
		C21H21NO8
		C18H25NO10
