file001_16S_clip	file002_16S_clip	file003_16S_clip	file004_16S_clip	file005_16S_clip	file006_16S_clip	file007_16S_clip	file008_16S_clip	file009_16S_clip	file010_16S_clip	file011_16S_clip	file012_16S_clip	file013_16S_clip	file014_16S_clip	file015_16S_clip	file016_16S_clip	file017_16S_clip	file018_16S_clip	file019_16S_clip	file020_16S_clip	file021_16S_clip	file022_16S_clip	file023_16S_clip	file024_16S_clip	file025_16S_clip	file026_16S_clip	file027_16S_clip	file028_16S_clip	file029_16S_clip	file030_16S_clip	file031_16S_clip	file032_16S_clip
asv1189	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0
asv1190	0	0	0	0	0	4	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1191	23	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1192	16	0	1	0	0	0	0	0	0	1	3	0	0	5	0	0	1	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0
asv1193	10	1	0	0	1	0	0	0	2	0	0	0	2	0	1	9	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1194	10	0	0	0	1	0	4	0	1	1	2	0	4	1	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1195	8	0	2	1	1	0	0	0	5	2	1	3	0	1	0	1	3	0	1	0	0	2	0	0	0	1	0	4	0	0	0	0
asv1196	0	3	0	0	3	1	6	0	3	0	0	0	0	1	5	0	1	0	0	0	0	0	0	10	0	2	0	0	0	0	1	0
asv1197	0	2	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	23	0	3	0	0	0	0	0	0
asv1198	9	0	0	0	3	0	0	0	2	1	0	2	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	5	0	0	3	0
asv1199	4	0	0	0	3	0	0	0	0	1	2	0	0	0	2	2	3	5	2	0	2	0	0	0	0	0	0	5	1	0	3	0
asv1200	3	3	1	0	0	0	1	0	4	1	1	2	2	0	1	0	3	2	2	0	0	3	0	0	0	1	0	2	0	0	3	0
asv1201	2	0	0	0	0	0	5	0	2	1	1	1	3	2	2	5	1	4	0	0	1	1	0	2	0	0	0	2	0	0	0	0
asv1202	0	13	0	0	0	2	1	0	2	0	0	0	0	0	0	5	2	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0
asv1203	0	4	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	21	0	1	0	0	0	0	0	0
asv1204	15	0	0	0	0	0	4	0	1	1	3	0	2	4	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1205	13	1	0	0	0	0	1	0	1	3	0	0	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0
asv1206	10	0	1	0	2	0	1	0	3	0	2	0	2	1	1	2	0	2	0	0	1	5	0	0	0	0	0	0	0	0	1	0
asv1207	10	0	1	0	1	0	0	0	1	2	4	2	0	1	0	1	4	0	0	0	0	2	0	0	0	1	0	3	1	0	0	0
asv1208	4	2	2	0	0	0	12	0	0	1	0	0	5	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1209	2	5	0	0	0	0	3	0	0	0	0	1	11	0	1	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1210	2	4	0	0	2	0	0	0	0	0	0	0	1	1	7	1	0	0	0	0	2	0	0	10	0	3	0	0	0	0	1	0
asv1211	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	1	0	1	0	14	0	0	0	8	0	3	0	0	0	0	0	0
asv1212	0	5	0	0	0	0	1	0	1	0	1	1	9	0	3	10	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
asv1213	0	4	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	1	0	0	0	0	0	0
asv1214	0	1	0	0	2	0	17	0	1	0	0	0	0	1	0	0	1	3	2	0	1	0	0	0	0	1	0	3	0	0	1	0
asv1215	14	0	0	0	0	0	7	0	0	0	0	0	5	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
asv1216	8	0	0	0	0	0	1	0	1	1	1	3	0	0	0	2	6	0	0	0	0	2	0	0	0	1	0	2	0	0	5	0
asv1217	7	0	1	0	1	0	0	0	3	0	2	2	1	0	0	0	4	0	3	0	0	2	0	0	0	0	0	2	0	0	5	0
asv1218	5	0	1	0	5	0	0	0	1	2	4	1	0	3	1	0	2	0	3	0	0	0	0	0	0	1	0	1	0	0	3	0
asv1219	4	0	0	0	0	0	1	0	2	0	1	1	4	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	1	0
asv1220	2	0	0	0	0	0	0	0	0	0	0	0	18	0	3	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1221	0	7	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	18	0	2	0	0	0	0	0	0
asv1222	0	7	0	0	3	0	3	0	1	0	0	0	1	0	3	0	0	0	0	0	4	0	0	5	4	2	0	0	0	0	0	0
asv1223	0	6	0	0	2	0	3	0	1	0	0	0	0	0	4	0	2	0	0	0	3	0	0	2	0	7	0	0	0	0	3	0
asv1224	0	5	0	0	3	0	7	0	0	1	0	0	0	0	2	0	3	2	0	0	1	0	0	7	0	2	0	0	0	0	0	0
asv1225	0	1	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0
asv1226	10	0	0	0	1	0	0	0	2	3	3	0	0	3	0	0	0	0	2	0	0	3	0	0	0	1	0	3	0	0	1	0
asv1227	9	1	1	0	0	0	5	0	0	0	0	0	6	1	2	1	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0
asv1228	7	0	0	0	0	0	0	0	2	2	6	3	0	2	0	0	2	0	3	0	0	2	0	0	0	0	0	3	0	0	0	0
asv1229	5	4	0	0	1	0	8	0	0	0	1	0	1	1	0	3	1	0	2	0	1	2	0	1	0	0	0	0	0	0	1	0
asv1230	5	0	0	0	0	0	0	0	2	3	5	4	0	1	3	0	3	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0
asv1231	1	0	2	0	0	0	2	0	1	0	2	2	1	4	1	1	1	3	5	0	0	2	0	0	0	2	0	2	0	0	0	0
asv1232	1	0	2	0	1	0	0	0	0	8	1	3	1	1	0	0	2	0	1	0	0	4	0	0	0	0	0	1	0	0	6	0
asv1233	0	3	0	0	2	0	17	0	1	1	0	0	0	1	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
asv1234	0	1	0	0	1	0	14	0	1	1	0	0	0	2	2	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
asv1235	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	1
asv1236	0	0	0	0	0	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	1	0
asv1237	7	0	0	0	2	0	0	0	1	2	2	2	0	1	0	1	5	0	1	0	0	1	0	0	0	1	0	3	0	0	2	0
asv1238	2	1	0	0	0	0	6	0	1	0	0	0	3	1	7	5	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
asv1239	2	2	0	0	0	0	0	0	1	1	0	1	3	1	5	0	2	7	2	0	1	0	0	0	0	3	0	0	0	0	0	0
asv1240	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	16	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1241	0	3	0	0	0	0	8	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	7	0	4	0	0	0	0	0	0
asv1242	0	2	0	0	0	0	13	0	2	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0
asv1243	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27
asv1244	0	0	0	0	0	0	25	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0
asv1245	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1246	6	0	0	0	2	0	0	0	1	3	0	3	0	1	0	4	1	0	1	0	2	2	0	0	0	0	0	2	0	0	2	0
asv1247	5	0	3	0	0	0	5	0	0	2	0	1	3	3	0	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	2	0
asv1248	5	0	1	0	1	0	1	0	1	3	2	2	1	1	1	1	3	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0
asv1249	5	0	1	0	1	0	0	0	3	1	0	2	0	2	1	1	3	0	1	0	0	3	0	0	0	0	0	3	0	0	3	0
asv1250	2	0	1	0	0	0	1	0	1	3	6	5	1	0	0	0	3	2	1	0	0	0	0	0	1	0	0	1	0	0	2	0
asv1251	2	0	0	0	1	0	3	0	0	0	3	0	5	0	1	5	0	5	1	0	0	2	0	0	0	0	0	2	0	0	0	0
asv1252	0	4	0	0	0	0	7	0	0	0	0	0	3	0	1	0	0	2	0	0	1	0	0	5	0	7	0	0	0	0	0	0
asv1253	0	1	0	0	0	1	10	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	4	0	3	0	0	0	0	1	0
asv1254	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1255	6	1	0	0	0	0	4	0	1	0	2	0	3	3	0	6	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
asv1256	2	0	0	0	0	0	2	0	0	1	0	1	2	1	0	2	6	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1257	1	1	0	0	0	1	0	0	0	3	0	2	5	0	5	3	0	0	2	0	2	0	0	0	0	1	0	3	0	0	0	0
asv1258	0	8	0	0	2	1	6	0	0	2	0	0	0	1	5	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
asv1259	0	4	0	0	4	0	0	0	3	1	2	0	0	2	0	0	1	1	0	0	1	0	0	1	1	3	0	0	0	0	5	0
asv1260	0	4	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	2	1	0	5	0	0	6	0	2	0	0	0	0	3	0
asv1261	0	2	0	0	0	0	0	0	7	2	0	8	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0
asv1262	0	2	0	0	2	0	0	0	8	1	5	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	3	0	0	3	0
asv1263	0	2	0	0	0	0	2	0	0	0	1	0	3	0	2	9	0	5	0	0	4	0	0	0	0	1	0	0	0	0	0	0
asv1264	0	1	0	0	0	1	3	0	0	0	0	1	3	0	1	3	0	11	0	0	4	0	0	0	0	1	0	0	0	0	0	0
asv1265	0	1	0	0	2	0	2	0	2	0	0	2	4	2	2	7	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
asv1266	8	0	2	0	1	1	0	0	0	1	1	1	0	2	2	1	1	0	2	0	0	2	0	0	0	0	0	2	0	0	1	0
asv1267	5	0	0	0	1	0	3	0	1	0	1	0	3	0	0	3	2	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1268	5	0	0	0	3	0	0	0	3	3	0	0	4	1	1	0	2	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0
asv1269	3	1	1	0	0	0	3	0	2	0	1	0	2	2	3	3	2	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0
asv1270	2	0	1	0	1	0	0	0	5	2	4	1	0	4	0	0	0	0	3	0	0	2	0	0	0	0	0	2	0	0	1	0
asv1271	1	1	1	0	0	0	2	0	3	0	0	0	8	0	1	1	0	1	0	0	1	1	0	4	0	0	0	0	0	0	3	0
asv1272	0	6	0	0	0	1	5	0	0	0	0	0	0	0	3	2	0	0	0	0	5	0	0	0	0	5	0	0	0	0	1	0
asv1273	0	4	0	0	0	1	15	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0
asv1274	0	2	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	2	0	0	0	0	0	0
asv1275	9	1	0	0	0	0	6	0	0	0	0	0	6	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
asv1276	2	0	0	0	2	0	0	0	4	0	2	1	0	1	0	1	4	1	4	0	0	2	0	0	0	0	0	0	0	0	3	0
asv1277	2	0	0	0	0	0	1	0	0	2	0	0	5	0	0	0	0	10	1	0	3	0	0	0	0	2	0	0	1	0	0	0
asv1278	1	5	1	0	0	0	7	0	2	1	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0
asv1279	0	12	0	0	2	0	2	0	2	2	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0
asv1280	0	6	0	0	0	0	10	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0
asv1281	0	6	0	0	0	0	4	0	0	0	0	0	2	0	2	4	0	0	0	0	4	0	0	2	0	3	0	0	0	0	0	0
asv1282	0	2	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1283	0	1	0	0	0	0	1	0	0	0	1	0	9	0	3	1	1	2	0	0	2	0	0	0	0	2	0	2	0	0	2	0
asv1284	0	1	1	0	0	0	1	0	0	1	1	2	4	0	0	6	0	5	1	0	0	4	0	0	0	0	0	0	0	0	0	0
asv1285	0	0	0	0	0	0	1	0	0	0	1	0	5	0	6	6	0	5	1	0	0	0	0	0	0	2	0	0	0	0	0	0
asv1286	0	0	0	0	0	0	0	0	3	4	3	4	1	1	0	0	1	0	3	0	0	1	0	0	0	0	0	4	0	0	2	0
asv1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
asv1288	10	0	2	0	0	0	0	0	2	1	2	1	0	0	1	0	2	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0
asv1289	6	0	1	0	1	0	1	0	4	2	2	0	0	0	0	0	4	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0
asv1290	6	0	1	0	3	0	0	0	2	0	2	1	0	1	0	0	2	0	2	0	1	1	0	1	0	0	0	2	0	0	1	0
asv1291	4	0	0	0	2	0	0	0	1	1	1	1	1	1	0	0	2	3	5	0	0	0	0	0	0	0	0	1	0	0	3	0
asv1292	1	0	0	0	0	0	3	1	0	0	0	0	5	1	0	0	0	13	1	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1293	1	0	0	0	0	0	7	0	3	0	0	3	3	0	0	6	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
asv1294	0	1	0	0	0	0	0	0	1	0	3	0	3	0	4	9	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0
asv1295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0
asv1296	8	1	0	0	0	0	5	0	1	2	1	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0
asv1297	8	0	1	0	1	0	3	0	2	1	2	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0
asv1298	6	0	0	0	0	0	0	0	3	1	3	0	0	1	2	0	2	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1299	5	0	0	0	1	0	0	0	1	2	0	1	0	1	1	0	5	0	2	0	0	0	0	0	0	0	0	2	0	0	4	0
asv1300	0	4	0	0	0	0	0	0	0	1	0	0	6	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1301	0	1	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	14	0	3	0	0	0	0	0	0
asv1302	0	1	0	0	0	0	1	0	0	0	0	1	5	0	2	12	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1303	0	1	0	0	0	0	6	0	0	0	0	0	0	0	3	1	0	0	1	0	3	2	0	7	0	1	0	0	0	0	0	0
asv1304	6	3	0	0	1	0	4	0	0	0	1	0	1	0	0	0	0	3	1	0	0	1	0	0	0	0	0	3	0	0	0	0
asv1305	5	0	1	0	4	0	0	0	4	0	0	3	0	2	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0
asv1306	4	0	1	0	0	0	1	0	5	2	0	0	2	1	0	0	1	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0
asv1307	4	0	2	0	0	0	0	0	1	4	2	0	0	1	0	0	5	0	0	0	0	2	0	0	0	0	0	1	0	0	2	0
asv1308	1	0	3	0	0	0	3	0	1	0	1	1	1	0	0	0	1	0	2	0	0	3	0	0	0	0	0	4	0	0	3	0
asv1309	1	1	0	0	0	0	4	1	0	0	0	1	2	0	3	6	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0
asv1310	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	1	0	3	0	0	0	0	0	0
asv1311	2	1	0	0	1	0	0	0	4	1	1	1	0	0	0	0	0	2	3	0	0	1	0	0	0	2	0	4	0	0	0	0
asv1312	2	0	2	0	0	0	0	0	4	0	0	3	0	1	2	0	1	2	2	0	0	1	0	0	0	0	0	2	0	0	1	0
asv1313	1	0	0	0	0	1	6	0	0	0	0	1	0	0	3	6	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0
asv1314	0	1	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0
asv1315	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1316	15	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
asv1317	6	0	1	0	1	0	0	0	0	1	3	2	0	1	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1318	5	0	0	0	0	0	1	0	4	2	1	0	0	1	0	1	2	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0
asv1319	5	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	3	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1320	3	0	1	0	2	0	0	0	0	2	2	2	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	2	0	0	3	0
asv1321	2	0	2	1	0	0	1	0	1	0	0	3	4	0	0	0	1	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1322	0	6	0	0	1	0	0	0	0	0	0	0	4	0	5	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
asv1323	0	3	0	0	2	0	0	0	0	0	1	0	2	1	0	0	0	7	0	0	0	2	0	0	0	2	0	1	0	0	1	0
asv1324	0	3	0	0	0	0	2	0	1	0	0	0	2	1	1	4	0	1	0	0	0	0	0	3	0	3	0	0	0	0	1	0
asv1325	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
asv1327	8	0	1	0	0	0	0	0	1	1	2	1	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0
asv1328	5	0	0	0	1	0	0	0	1	2	0	2	1	4	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0
asv1329	5	0	1	0	2	0	1	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	1	0	3	0	0	3	0
asv1330	4	0	0	0	1	0	1	0	3	2	0	3	1	1	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1331	2	0	0	0	0	0	1	0	1	0	0	0	0	0	4	3	2	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1332	1	4	0	0	3	1	7	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
asv1333	1	1	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	6	2	0	0	0	0	0	0	0	0	1	0	0	0	0
asv1334	1	2	1	0	0	0	0	0	0	0	1	0	1	0	2	6	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
asv1335	0	5	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0
asv1336	0	4	0	0	0	1	1	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	6	0	1	0	0	0	0	3	0
asv1337	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	14	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1338	10	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
asv1339	4	0	0	0	0	0	1	0	1	2	1	4	0	1	0	0	1	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0
asv1340	4	1	0	0	0	0	2	0	0	1	0	0	3	1	0	4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0
asv1341	2	3	0	0	0	1	7	0	0	0	0	0	0	0	1	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
asv1342	1	0	1	0	1	0	0	0	2	1	1	0	0	2	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	4	0
asv1343	1	1	0	0	1	0	1	0	0	1	1	1	2	1	0	0	2	0	0	0	0	2	0	0	0	0	0	4	0	0	2	0
asv1344	1	1	0	0	0	0	1	0	0	0	0	1	2	1	0	4	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1345	0	8	0	0	0	0	0	0	0	0	0	1	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1346	0	3	0	0	0	0	10	0	0	0	0	0	1	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
asv1347	0	2	0	0	0	0	0	0	0	3	2	1	1	0	2	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	2	0
asv1348	0	2	0	0	0	0	4	0	0	0	0	0	4	0	3	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0
asv1349	0	2	0	0	0	0	6	0	0	0	2	0	0	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1350	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
asv1351	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	2	2	0	8
asv1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0
asv1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0
asv1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
asv1355	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1356	16	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
asv1357	4	0	0	0	0	0	4	0	0	1	0	0	3	0	0	0	2	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0
asv1358	2	0	0	0	0	0	0	0	1	1	1	0	2	1	2	1	0	3	1	0	0	3	0	0	0	0	0	1	0	0	0	0
asv1359	1	0	0	0	3	0	0	0	0	1	3	3	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0
asv1360	1	1	0	0	0	0	7	0	0	1	0	1	1	2	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1361	0	9	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
asv1362	0	6	0	0	2	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
asv1363	0	3	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0
asv1364	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	4
asv1365	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	1	0	1	0	0	8
asv1366	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1367	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0
asv1368	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0
asv1369	3	1	0	0	0	1	2	0	0	1	0	2	0	0	2	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0
asv1370	1	1	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	1	0	0	0	1	1	0	0
asv1371	1	1	0	0	0	0	3	0	0	0	0	1	1	1	0	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1372	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0
asv1373	0	1	0	0	0	0	2	0	0	0	0	0	1	0	5	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1374	0	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0
asv1375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1376	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	2	3	2	0	2	0	0	0	0	0	0	2	0	0	2	0
asv1377	0	0	0	0	0	0	0	0	2	0	0	2	2	0	1	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
asv1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	6	0	0
asv1379	4	1	1	0	1	0	0	0	1	0	3	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
asv1380	3	0	0	0	1	0	0	0	0	3	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0
asv1381	2	0	3	0	0	0	0	0	2	3	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
asv1382	2	0	1	0	1	0	0	0	0	0	1	0	4	0	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
asv1383	1	1	0	0	1	0	0	0	0	0	0	1	8	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
asv1384	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	4	0	0	3	0
asv1385	0	9	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
asv1386	0	3	0	0	1	0	3	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
